NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
BIOCARTA_CDC25_PATHWAY%MSIGDB_C2%BIOCARTA_CDC25_PATHWAY	6		Rejected!	
PID_PI3K_PLC_TRK_PATHWAY%MSIGDB_C2%PID_PI3K_PLC_TRK_PATHWAY	30	24		
BIOCARTA_PGC1A_PATHWAY%MSIGDB_C2%BIOCARTA_PGC1A_PATHWAY	11		Rejected!	
BIOCARTA_CDC42RAC_PATHWAY%MSIGDB_C2%BIOCARTA_CDC42RAC_PATHWAY	8		Rejected!	
PID_IGF1_PATHWAY%MSIGDB_C2%PID_IGF1_PATHWAY	23	22		
BIOCARTA_CTL_PATHWAY%MSIGDB_C2%BIOCARTA_CTL_PATHWAY	8		Rejected!	
BIOCARTA_SARS_PATHWAY%MSIGDB_C2%BIOCARTA_SARS_PATHWAY	5		Rejected!	
BIOCARTA_ETC_PATHWAY%MSIGDB_C2%BIOCARTA_ETC_PATHWAY	10		Rejected!	
BIOCARTA_ERK_PATHWAY%MSIGDB_C2%BIOCARTA_ERK_PATHWAY	22	22		
PID_RETINOIC_ACID_PATHWAY%MSIGDB_C2%PID_RETINOIC_ACID_PATHWAY	24	20		
BIOCARTA_CALCINEURIN_PATHWAY%MSIGDB_C2%BIOCARTA_CALCINEURIN_PATHWAY	14		Rejected!	
BIOCARTA_EICOSANOID_PATHWAY%MSIGDB_C2%BIOCARTA_EICOSANOID_PATHWAY	18		Rejected!	
PID_AJDISS_2PATHWAY%MSIGDB_C2%PID_AJDISS_2PATHWAY	40	33		
BIOCARTA_NOTCH_PATHWAY%MSIGDB_C2%BIOCARTA_NOTCH_PATHWAY	5		Rejected!	
PID_ECADHERIN_STABILIZATION_PATHWAY%MSIGDB_C2%PID_ECADHERIN_STABILIZATION_PATHWAY	36	30		
BIOCARTA_RANBP2_PATHWAY%MSIGDB_C2%BIOCARTA_RANBP2_PATHWAY	9		Rejected!	
BIOCARTA_TH1TH2_PATHWAY%MSIGDB_C2%BIOCARTA_TH1TH2_PATHWAY	19		Rejected!	
BIOCARTA_TALL1_PATHWAY%MSIGDB_C2%BIOCARTA_TALL1_PATHWAY	15		Rejected!	
BIOCARTA_CASPASE_PATHWAY%MSIGDB_C2%BIOCARTA_CASPASE_PATHWAY	17	16		
BIOCARTA_IL1R_PATHWAY%MSIGDB_C2%BIOCARTA_IL1R_PATHWAY	28	21		
BIOCARTA_MHC_PATHWAY%MSIGDB_C2%BIOCARTA_MHC_PATHWAY	11		Rejected!	
BIOCARTA_EDG1_PATHWAY%MSIGDB_C2%BIOCARTA_EDG1_PATHWAY	19	16		
BIOCARTA_S1P_PATHWAY%MSIGDB_C2%BIOCARTA_S1P_PATHWAY	6		Rejected!	
PID_TRAIL_PATHWAY%MSIGDB_C2%PID_TRAIL_PATHWAY	26	25		
BIOCARTA_NFKB_PATHWAY%MSIGDB_C2%BIOCARTA_NFKB_PATHWAY	21	18		
PID_CIRCADIAN_PATHWAY%MSIGDB_C2%PID_CIRCADIAN_PATHWAY	13		Rejected!	
BIOCARTA_RARRXR_PATHWAY%MSIGDB_C2%BIOCARTA_RARRXR_PATHWAY	7		Rejected!	
BIOCARTA_RHO_PATHWAY%MSIGDB_C2%BIOCARTA_RHO_PATHWAY	18	15		
BIOCARTA_EEA1_PATHWAY%MSIGDB_C2%BIOCARTA_EEA1_PATHWAY	7		Rejected!	
BIOCARTA_SPRY_PATHWAY%MSIGDB_C2%BIOCARTA_SPRY_PATHWAY	15	15		
PID_S1P_S1P3_PATHWAY%MSIGDB_C2%PID_S1P_S1P3_PATHWAY	22	18		
BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY	19	19		
BIOCARTA_CCR3_PATHWAY%MSIGDB_C2%BIOCARTA_CCR3_PATHWAY	17		Rejected!	
BIOCARTA_MCM_PATHWAY%MSIGDB_C2%BIOCARTA_MCM_PATHWAY	15		Rejected!	
BIOCARTA_CERAMIDE_PATHWAY%MSIGDB_C2%BIOCARTA_CERAMIDE_PATHWAY	21	21		
BIOCARTA_IFNA_PATHWAY%MSIGDB_C2%BIOCARTA_IFNA_PATHWAY	9		Rejected!	
BIOCARTA_ARAP_PATHWAY%MSIGDB_C2%BIOCARTA_ARAP_PATHWAY	14		Rejected!	
PID_HDAC_CLASSI_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSI_PATHWAY	57	54		
BIOCARTA_FCER1_PATHWAY%MSIGDB_C2%BIOCARTA_FCER1_PATHWAY	31	23		
PID_TRKR_PATHWAY%MSIGDB_C2%PID_TRKR_PATHWAY	51	43		
PID_ERBB1_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_ERBB1_DOWNSTREAM_PATHWAY	88	82		
BIOCARTA_TEL_PATHWAY%MSIGDB_C2%BIOCARTA_TEL_PATHWAY	13		Rejected!	
BIOCARTA_PCAF_PATHWAY%MSIGDB_C2%BIOCARTA_PCAF_PATHWAY	12		Rejected!	
BIOCARTA_MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_MAPK_PATHWAY	69	66		
PID_FOXO_PATHWAY%MSIGDB_C2%PID_FOXO_PATHWAY	42	36		
PID_TCR_JNK_PATHWAY%MSIGDB_C2%PID_TCR_JNK_PATHWAY	13		Rejected!	
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	21	18		
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY%MSIGDB_C2%PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	30	28		
BIOCARTA_SODD_PATHWAY%MSIGDB_C2%BIOCARTA_SODD_PATHWAY	10		Rejected!	
BIOCARTA_TOLL_PATHWAY%MSIGDB_C2%BIOCARTA_TOLL_PATHWAY	24	20		
BIOCARTA_BARR_MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_BARR_MAPK_PATHWAY	12		Rejected!	
BIOCARTA_NKCELLS_PATHWAY%MSIGDB_C2%BIOCARTA_NKCELLS_PATHWAY	20		Rejected!	
BIOCARTA_IGF1MTOR_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1MTOR_PATHWAY	18	18		
BIOCARTA_FAS_PATHWAY%MSIGDB_C2%BIOCARTA_FAS_PATHWAY	25	24		
BIOCARTA_GABA_PATHWAY%MSIGDB_C2%BIOCARTA_GABA_PATHWAY	8		Rejected!	
BIOCARTA_NUCLEARRS_PATHWAY%MSIGDB_C2%BIOCARTA_NUCLEARRS_PATHWAY	34		Rejected!	
PID_HES_HEY_PATHWAY%MSIGDB_C2%PID_HES_HEY_PATHWAY	41	32		
BIOCARTA_TCRA_PATHWAY%MSIGDB_C2%BIOCARTA_TCRA_PATHWAY	12		Rejected!	
BIOCARTA_MTOR_PATHWAY%MSIGDB_C2%BIOCARTA_MTOR_PATHWAY	18	17		
PID_INTEGRIN3_PATHWAY%MSIGDB_C2%PID_INTEGRIN3_PATHWAY	37	30		
PID_RAC1_REG_PATHWAY%MSIGDB_C2%PID_RAC1_REG_PATHWAY	27	23		
PID_TOLL_ENDOGENOUS_PATHWAY%MSIGDB_C2%PID_TOLL_ENDOGENOUS_PATHWAY	21	17		
BIOCARTA_HIVNEF_PATHWAY%MSIGDB_C2%BIOCARTA_HIVNEF_PATHWAY	44	42		
BIOCARTA_PKC_PATHWAY%MSIGDB_C2%BIOCARTA_PKC_PATHWAY	6		Rejected!	
BIOCARTA_ATM_PATHWAY%MSIGDB_C2%BIOCARTA_ATM_PATHWAY	18	15		
PID_HDAC_CLASSII_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSII_PATHWAY	28	24		
BIOCARTA_NEUTROPHIL_PATHWAY%MSIGDB_C2%BIOCARTA_NEUTROPHIL_PATHWAY	5		Rejected!	
BIOCARTA_CDK5_PATHWAY%MSIGDB_C2%BIOCARTA_CDK5_PATHWAY	12		Rejected!	
PID_ILK_PATHWAY%MSIGDB_C2%PID_ILK_PATHWAY	36	33		
PID_S1P_META_PATHWAY%MSIGDB_C2%PID_S1P_META_PATHWAY	18	15		
PID_ARF_3PATHWAY%MSIGDB_C2%PID_ARF_3PATHWAY	15	15		
PID_HEDGEHOG_2PATHWAY%MSIGDB_C2%PID_HEDGEHOG_2PATHWAY	17		Rejected!	
BIOCARTA_ERYTH_PATHWAY%MSIGDB_C2%BIOCARTA_ERYTH_PATHWAY	13		Rejected!	
BIOCARTA_BTG2_PATHWAY%MSIGDB_C2%BIOCARTA_BTG2_PATHWAY	8		Rejected!	
PID_EPHA_FWDPATHWAY%MSIGDB_C2%PID_EPHA_FWDPATHWAY	28	19		
PID_ERB_GENOMIC_PATHWAY%MSIGDB_C2%PID_ERB_GENOMIC_PATHWAY	12		Rejected!	
BIOCARTA_STAT3_PATHWAY%MSIGDB_C2%BIOCARTA_STAT3_PATHWAY	7		Rejected!	
BIOCARTA_HSP27_PATHWAY%MSIGDB_C2%BIOCARTA_HSP27_PATHWAY	13		Rejected!	
BIOCARTA_PEPI_PATHWAY%MSIGDB_C2%BIOCARTA_PEPI_PATHWAY	8		Rejected!	
PID_HDAC_CLASSIII_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSIII_PATHWAY	23	21		
PID_CD8_TCR_PATHWAY%MSIGDB_C2%PID_CD8_TCR_PATHWAY	45	29		
BIOCARTA_PTEN_PATHWAY%MSIGDB_C2%BIOCARTA_PTEN_PATHWAY	16		Rejected!	
PID_P38_GAMMA_DELTA_PATHWAY%MSIGDB_C2%PID_P38_GAMMA_DELTA_PATHWAY	9		Rejected!	
PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY	33	28		
BIOCARTA_AHSP_PATHWAY%MSIGDB_C2%BIOCARTA_AHSP_PATHWAY	11		Rejected!	
BIOCARTA_IL7_PATHWAY%MSIGDB_C2%BIOCARTA_IL7_PATHWAY	14		Rejected!	
BIOCARTA_PLATELETAPP_PATHWAY%MSIGDB_C2%BIOCARTA_PLATELETAPP_PATHWAY	12		Rejected!	
BIOCARTA_CPSF_PATHWAY%MSIGDB_C2%BIOCARTA_CPSF_PATHWAY	10		Rejected!	
PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY	53	27		
BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY	36	27		
BIOCARTA_CTCF_PATHWAY%MSIGDB_C2%BIOCARTA_CTCF_PATHWAY	20	17		
BIOCARTA_MYOSIN_PATHWAY%MSIGDB_C2%BIOCARTA_MYOSIN_PATHWAY	9		Rejected!	
PID_PRL_SIGNALING_EVENTS_PATHWAY%MSIGDB_C2%PID_PRL_SIGNALING_EVENTS_PATHWAY	20	19		
PID_CDC42_REG_PATHWAY%MSIGDB_C2%PID_CDC42_REG_PATHWAY	22	21		
BIOCARTA_FIBRINOLYSIS_PATHWAY%MSIGDB_C2%BIOCARTA_FIBRINOLYSIS_PATHWAY	9		Rejected!	
PID_NETRIN_PATHWAY%MSIGDB_C2%PID_NETRIN_PATHWAY	27	22		
PID_FCER1_PATHWAY%MSIGDB_C2%PID_FCER1_PATHWAY	51	38		
BIOCARTA_COMP_PATHWAY%MSIGDB_C2%BIOCARTA_COMP_PATHWAY	17		Rejected!	
BIOCARTA_SET_PATHWAY%MSIGDB_C2%BIOCARTA_SET_PATHWAY	8		Rejected!	
BIOCARTA_AMAN_PATHWAY%MSIGDB_C2%BIOCARTA_AMAN_PATHWAY	13		Rejected!	
PID_BETA_CATENIN_NUC_PATHWAY%MSIGDB_C2%PID_BETA_CATENIN_NUC_PATHWAY	68	50		
BIOCARTA_GH_PATHWAY%MSIGDB_C2%BIOCARTA_GH_PATHWAY	23	17		
BIOCARTA_HES_PATHWAY%MSIGDB_C2%BIOCARTA_HES_PATHWAY	11		Rejected!	
BIOCARTA_CLASSIC_PATHWAY%MSIGDB_C2%BIOCARTA_CLASSIC_PATHWAY	13		Rejected!	
BIOCARTA_IL2RB_PATHWAY%MSIGDB_C2%BIOCARTA_IL2RB_PATHWAY	32	23		
PID_IL5_PATHWAY%MSIGDB_C2%PID_IL5_PATHWAY	12		Rejected!	
PID_LKB1_PATHWAY%MSIGDB_C2%PID_LKB1_PATHWAY	39	35		
PID_DNA_PK_PATHWAY%MSIGDB_C2%PID_DNA_PK_PATHWAY	12		Rejected!	
PID_TCR_PATHWAY%MSIGDB_C2%PID_TCR_PATHWAY	53	34		
PID_TCR_RAS_PATHWAY%MSIGDB_C2%PID_TCR_RAS_PATHWAY	12		Rejected!	
BIOCARTA_LEPTIN_PATHWAY%MSIGDB_C2%BIOCARTA_LEPTIN_PATHWAY	11		Rejected!	
BIOCARTA_TOB1_PATHWAY%MSIGDB_C2%BIOCARTA_TOB1_PATHWAY	14		Rejected!	
PID_S1P_S1P4_PATHWAY%MSIGDB_C2%PID_S1P_S1P4_PATHWAY	12		Rejected!	
BIOCARTA_FOSB_PATHWAY%MSIGDB_C2%BIOCARTA_FOSB_PATHWAY	5		Rejected!	
BIOCARTA_LECTIN_PATHWAY%MSIGDB_C2%BIOCARTA_LECTIN_PATHWAY	11		Rejected!	
BIOCARTA_GHRELIN_PATHWAY%MSIGDB_C2%BIOCARTA_GHRELIN_PATHWAY	12		Rejected!	
BIOCARTA_IL6_PATHWAY%MSIGDB_C2%BIOCARTA_IL6_PATHWAY	18	18		
PID_IL27_PATHWAY%MSIGDB_C2%PID_IL27_PATHWAY	23		Rejected!	
BIOCARTA_DREAM_PATHWAY%MSIGDB_C2%BIOCARTA_DREAM_PATHWAY	10		Rejected!	
BIOCARTA_ECM_PATHWAY%MSIGDB_C2%BIOCARTA_ECM_PATHWAY	16	15		
BIOCARTA_PTDINS_PATHWAY%MSIGDB_C2%BIOCARTA_PTDINS_PATHWAY	21	20		
PID_INTEGRIN_A9B1_PATHWAY%MSIGDB_C2%PID_INTEGRIN_A9B1_PATHWAY	20	15		
BIOCARTA_CK1_PATHWAY%MSIGDB_C2%BIOCARTA_CK1_PATHWAY	12		Rejected!	
BIOCARTA_IL10_PATHWAY%MSIGDB_C2%BIOCARTA_IL10_PATHWAY	11		Rejected!	
PID_IL23_PATHWAY%MSIGDB_C2%PID_IL23_PATHWAY	33	15		
PID_INTEGRIN4_PATHWAY%MSIGDB_C2%PID_INTEGRIN4_PATHWAY	10		Rejected!	
BIOCARTA_AMI_PATHWAY%MSIGDB_C2%BIOCARTA_AMI_PATHWAY	19		Rejected!	
PID_TCR_CALCIUM_PATHWAY%MSIGDB_C2%PID_TCR_CALCIUM_PATHWAY	25	15		
BIOCARTA_LDL_PATHWAY%MSIGDB_C2%BIOCARTA_LDL_PATHWAY	6		Rejected!	
BIOCARTA_CACAM_PATHWAY%MSIGDB_C2%BIOCARTA_CACAM_PATHWAY	7		Rejected!	
PID_ERA_GENOMIC_PATHWAY%MSIGDB_C2%PID_ERA_GENOMIC_PATHWAY	54	40		
BIOCARTA_CD40_PATHWAY%MSIGDB_C2%BIOCARTA_CD40_PATHWAY	14		Rejected!	
PID_ATR_PATHWAY%MSIGDB_C2%PID_ATR_PATHWAY	33	31		
BIOCARTA_AGPCR_PATHWAY%MSIGDB_C2%BIOCARTA_AGPCR_PATHWAY	7		Rejected!	
PID_AVB3_INTEGRIN_PATHWAY%MSIGDB_C2%PID_AVB3_INTEGRIN_PATHWAY	62	54		
PID_EPHA2_FWD_PATHWAY%MSIGDB_C2%PID_EPHA2_FWD_PATHWAY	16	15		
BIOCARTA_PARKIN_PATHWAY%MSIGDB_C2%BIOCARTA_PARKIN_PATHWAY	8		Rejected!	
BIOCARTA_VITCB_PATHWAY%MSIGDB_C2%BIOCARTA_VITCB_PATHWAY	9		Rejected!	
PID_INSULIN_PATHWAY%MSIGDB_C2%PID_INSULIN_PATHWAY	38	35		
PID_IL8_CXCR1_PATHWAY%MSIGDB_C2%PID_IL8_CXCR1_PATHWAY	19		Rejected!	
PID_BETA_CATENIN_DEG_PATHWAY%MSIGDB_C2%PID_BETA_CATENIN_DEG_PATHWAY	16	15		
PID_IL3_PATHWAY%MSIGDB_C2%PID_IL3_PATHWAY	22	17		
PID_HNF3A_PATHWAY%MSIGDB_C2%PID_HNF3A_PATHWAY	39	20		
PID_AP1_PATHWAY%MSIGDB_C2%PID_AP1_PATHWAY	62	46		
BIOCARTA_MALATEX_PATHWAY%MSIGDB_C2%BIOCARTA_MALATEX_PATHWAY	8		Rejected!	
BIOCARTA_CDMAC_PATHWAY%MSIGDB_C2%BIOCARTA_CDMAC_PATHWAY	16		Rejected!	
BIOCARTA_SM_PATHWAY%MSIGDB_C2%BIOCARTA_SM_PATHWAY	13		Rejected!	
PID_ALK1_PATHWAY%MSIGDB_C2%PID_ALK1_PATHWAY	21	19		
BIOCARTA_MCALPAIN_PATHWAY%MSIGDB_C2%BIOCARTA_MCALPAIN_PATHWAY	14		Rejected!	
BIOCARTA_HSWI_SNF_PATHWAY%MSIGDB_C2%BIOCARTA_HSWI_SNF_PATHWAY	11		Rejected!	
BIOCARTA_TFF_PATHWAY%MSIGDB_C2%BIOCARTA_TFF_PATHWAY	22	16		
BIOCARTA_CARM1_PATHWAY%MSIGDB_C2%BIOCARTA_CARM1_PATHWAY	9		Rejected!	
BIOCARTA_BCELLSURVIVAL_PATHWAY%MSIGDB_C2%BIOCARTA_BCELLSURVIVAL_PATHWAY	11		Rejected!	
BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY	10		Rejected!	
BIOCARTA_PLCD_PATHWAY%MSIGDB_C2%BIOCARTA_PLCD_PATHWAY	3		Rejected!	
BIOCARTA_TCAPOPTOSIS_PATHWAY%MSIGDB_C2%BIOCARTA_TCAPOPTOSIS_PATHWAY	6		Rejected!	
BIOCARTA_RHODOPSIN_PATHWAY%MSIGDB_C2%BIOCARTA_RHODOPSIN_PATHWAY	8		Rejected!	
BIOCARTA_TPO_PATHWAY%MSIGDB_C2%BIOCARTA_TPO_PATHWAY	20	17		
PID_SHP2_PATHWAY%MSIGDB_C2%PID_SHP2_PATHWAY	50	39		
PID_CERAMIDE_PATHWAY%MSIGDB_C2%PID_CERAMIDE_PATHWAY	39	36		
PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY	103	92		
PID_RHODOPSIN_PATHWAY%MSIGDB_C2%PID_RHODOPSIN_PATHWAY	21		Rejected!	
BIOCARTA_RNA_PATHWAY%MSIGDB_C2%BIOCARTA_RNA_PATHWAY	9		Rejected!	
BIOCARTA_NO1_PATHWAY%MSIGDB_C2%BIOCARTA_NO1_PATHWAY	19		Rejected!	
BIOCARTA_NDKDYNAMIN_PATHWAY%MSIGDB_C2%BIOCARTA_NDKDYNAMIN_PATHWAY	9		Rejected!	
PID_FAK_PATHWAY%MSIGDB_C2%PID_FAK_PATHWAY	52	47		
PID_TELOMERASE_PATHWAY%MSIGDB_C2%PID_TELOMERASE_PATHWAY	60	54		
PID_HIV_NEF_PATHWAY%MSIGDB_C2%PID_HIV_NEF_PATHWAY	29	27		
BIOCARTA_HCMV_PATHWAY%MSIGDB_C2%BIOCARTA_HCMV_PATHWAY	15	15		
PID_RANBP2_PATHWAY%MSIGDB_C2%PID_RANBP2_PATHWAY	8		Rejected!	
BIOCARTA_PRION_PATHWAY%MSIGDB_C2%BIOCARTA_PRION_PATHWAY	12		Rejected!	
BIOCARTA_TNFR2_PATHWAY%MSIGDB_C2%BIOCARTA_TNFR2_PATHWAY	16	15		
PID_CXCR4_PATHWAY%MSIGDB_C2%PID_CXCR4_PATHWAY	77	58		
BIOCARTA_LONGEVITY_PATHWAY%MSIGDB_C2%BIOCARTA_LONGEVITY_PATHWAY	10		Rejected!	
BIOCARTA_ACTINY_PATHWAY%MSIGDB_C2%BIOCARTA_ACTINY_PATHWAY	12		Rejected!	
BIOCARTA_ACETAMINOPHEN_PATHWAY%MSIGDB_C2%BIOCARTA_ACETAMINOPHEN_PATHWAY	5		Rejected!	
PID_PS1_PATHWAY%MSIGDB_C2%PID_PS1_PATHWAY	40	34		
BIOCARTA_CXCR4_PATHWAY%MSIGDB_C2%BIOCARTA_CXCR4_PATHWAY	17	15		
BIOCARTA_CB1R_PATHWAY%MSIGDB_C2%BIOCARTA_CB1R_PATHWAY	6		Rejected!	
PID_CMYB_PATHWAY%MSIGDB_C2%PID_CMYB_PATHWAY	71	57		
BIOCARTA_PRC2_PATHWAY%MSIGDB_C2%BIOCARTA_PRC2_PATHWAY	13		Rejected!	
PID_S1P_S1P2_PATHWAY%MSIGDB_C2%PID_S1P_S1P2_PATHWAY	19	16		
BIOCARTA_INFLAM_PATHWAY%MSIGDB_C2%BIOCARTA_INFLAM_PATHWAY	26		Rejected!	
BIOCARTA_PLC_PATHWAY%MSIGDB_C2%BIOCARTA_PLC_PATHWAY	7		Rejected!	
BIOCARTA_IGF1R_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1R_PATHWAY	18	17		
PID_IL12_STAT4_PATHWAY%MSIGDB_C2%PID_IL12_STAT4_PATHWAY	27	15		
BIOCARTA_TERC_PATHWAY%MSIGDB_C2%BIOCARTA_TERC_PATHWAY	6		Rejected!	
BIOCARTA_SLRP_PATHWAY%MSIGDB_C2%BIOCARTA_SLRP_PATHWAY	3		Rejected!	
PID_INTEGRIN_CS_PATHWAY%MSIGDB_C2%PID_INTEGRIN_CS_PATHWAY	17		Rejected!	
PID_SMAD2_3NUCLEAR_PATHWAY%MSIGDB_C2%PID_SMAD2_3NUCLEAR_PATHWAY	69	56		
BIOCARTA_P53HYPOXIA_PATHWAY%MSIGDB_C2%BIOCARTA_P53HYPOXIA_PATHWAY	16	15		
BIOCARTA_BBCELL_PATHWAY%MSIGDB_C2%BIOCARTA_BBCELL_PATHWAY	9		Rejected!	
PID_HEDGEHOG_GLI_PATHWAY%MSIGDB_C2%PID_HEDGEHOG_GLI_PATHWAY	37	34		
PID_REG_GR_PATHWAY%MSIGDB_C2%PID_REG_GR_PATHWAY	68	48		
BIOCARTA_G1_PATHWAY%MSIGDB_C2%BIOCARTA_G1_PATHWAY	20	19		
PID_RAC1_PATHWAY%MSIGDB_C2%PID_RAC1_PATHWAY	45	39		
BIOCARTA_KERATINOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_KERATINOCYTE_PATHWAY	41	38		
BIOCARTA_CARM_ER_PATHWAY%MSIGDB_C2%BIOCARTA_CARM_ER_PATHWAY	23	21		
BIOCARTA_AKAP13_PATHWAY%MSIGDB_C2%BIOCARTA_AKAP13_PATHWAY	6		Rejected!	
PID_MAPK_TRK_PATHWAY%MSIGDB_C2%PID_MAPK_TRK_PATHWAY	28	27		
BIOCARTA_NO2IL12_PATHWAY%MSIGDB_C2%BIOCARTA_NO2IL12_PATHWAY	11		Rejected!	
PID_LYSOPHOSPHOLIPID_PATHWAY%MSIGDB_C2%PID_LYSOPHOSPHOLIPID_PATHWAY	51	45		
PID_P38_MKK3_6PATHWAY%MSIGDB_C2%PID_P38_MKK3_6PATHWAY	21	20		
BIOCARTA_RACC_PATHWAY%MSIGDB_C2%BIOCARTA_RACC_PATHWAY	11		Rejected!	
BIOCARTA_EIF2_PATHWAY%MSIGDB_C2%BIOCARTA_EIF2_PATHWAY	9		Rejected!	
BIOCARTA_MITOCHONDRIA_PATHWAY%MSIGDB_C2%BIOCARTA_MITOCHONDRIA_PATHWAY	14		Rejected!	
PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY	50	39		
PID_RHOA_PATHWAY%MSIGDB_C2%PID_RHOA_PATHWAY	40	33		
PID_BARD1_PATHWAY%MSIGDB_C2%PID_BARD1_PATHWAY	27	25		
BIOCARTA_BARD1_PATHWAY%MSIGDB_C2%BIOCARTA_BARD1_PATHWAY	8		Rejected!	
BIOCARTA_NFAT_PATHWAY%MSIGDB_C2%BIOCARTA_NFAT_PATHWAY	41	34		
PID_SYNDECAN_2_PATHWAY%MSIGDB_C2%PID_SYNDECAN_2_PATHWAY	26	22		
BIOCARTA_ION_PATHWAY%MSIGDB_C2%BIOCARTA_ION_PATHWAY	5		Rejected!	
BIOCARTA_DNAFRAGMENT_PATHWAY%MSIGDB_C2%BIOCARTA_DNAFRAGMENT_PATHWAY	6		Rejected!	
BIOCARTA_TNFR1_PATHWAY%MSIGDB_C2%BIOCARTA_TNFR1_PATHWAY	27	26		
BIOCARTA_RANMS_PATHWAY%MSIGDB_C2%BIOCARTA_RANMS_PATHWAY	8		Rejected!	
PID_P75_NTR_PATHWAY%MSIGDB_C2%PID_P75_NTR_PATHWAY	58	50		
PID_ANTHRAX_PATHWAY%MSIGDB_C2%PID_ANTHRAX_PATHWAY	16		Rejected!	
PID_ECADHERIN_NASCENT_AJ_PATHWAY%MSIGDB_C2%PID_ECADHERIN_NASCENT_AJ_PATHWAY	30	29		
BIOCARTA_IL5_PATHWAY%MSIGDB_C2%BIOCARTA_IL5_PATHWAY	12		Rejected!	
PID_UPA_UPAR_PATHWAY%MSIGDB_C2%PID_UPA_UPAR_PATHWAY	31	19		
BIOCARTA_IFNG_PATHWAY%MSIGDB_C2%BIOCARTA_IFNG_PATHWAY	5		Rejected!	
PID_VEGFR1_2_PATHWAY%MSIGDB_C2%PID_VEGFR1_2_PATHWAY	55	48		
PID_ARF6_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_ARF6_DOWNSTREAM_PATHWAY	13		Rejected!	
BIOCARTA_ERBB3_PATHWAY%MSIGDB_C2%BIOCARTA_ERBB3_PATHWAY	5		Rejected!	
BIOCARTA_MELANOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_MELANOCYTE_PATHWAY	6		Rejected!	
BIOCARTA_EGFR_SMRTE_PATHWAY%MSIGDB_C2%BIOCARTA_EGFR_SMRTE_PATHWAY	11		Rejected!	
BIOCARTA_GSK3_PATHWAY%MSIGDB_C2%BIOCARTA_GSK3_PATHWAY	19	16		
BIOCARTA_PITX2_PATHWAY%MSIGDB_C2%BIOCARTA_PITX2_PATHWAY	16		Rejected!	
BIOCARTA_IL17_PATHWAY%MSIGDB_C2%BIOCARTA_IL17_PATHWAY	13		Rejected!	
BIOCARTA_FMLP_PATHWAY%MSIGDB_C2%BIOCARTA_FMLP_PATHWAY	30	26		
BIOCARTA_PS1_PATHWAY%MSIGDB_C2%BIOCARTA_PS1_PATHWAY	13		Rejected!	
BIOCARTA_EOSINOPHILS_PATHWAY%MSIGDB_C2%BIOCARTA_EOSINOPHILS_PATHWAY	11		Rejected!	
PID_VEGF_VEGFR_PATHWAY%MSIGDB_C2%PID_VEGF_VEGFR_PATHWAY	9		Rejected!	
BIOCARTA_VOBESITY_PATHWAY%MSIGDB_C2%BIOCARTA_VOBESITY_PATHWAY	7		Rejected!	
BIOCARTA_MPR_PATHWAY%MSIGDB_C2%BIOCARTA_MPR_PATHWAY	17		Rejected!	
BIOCARTA_RAC1_PATHWAY%MSIGDB_C2%BIOCARTA_RAC1_PATHWAY	18	17		
PID_SYNDECAN_1_PATHWAY%MSIGDB_C2%PID_SYNDECAN_1_PATHWAY	38	31		
BIOCARTA_D4GDI_PATHWAY%MSIGDB_C2%BIOCARTA_D4GDI_PATHWAY	10		Rejected!	
PID_IL6_7_PATHWAY%MSIGDB_C2%PID_IL6_7_PATHWAY	39	34		
BIOCARTA_REELIN_PATHWAY%MSIGDB_C2%BIOCARTA_REELIN_PATHWAY	7		Rejected!	
PID_ATF2_PATHWAY%MSIGDB_C2%PID_ATF2_PATHWAY	54	45		
BIOCARTA_AKAPCENTROSOME_PATHWAY%MSIGDB_C2%BIOCARTA_AKAPCENTROSOME_PATHWAY	11		Rejected!	
PID_NFAT_3PATHWAY%MSIGDB_C2%PID_NFAT_3PATHWAY	43	38		
