"__mclCluster","EnrichmentMap::-log10(pvalue) (A2_enrichment)","EnrichmentMap::-log10(pvalue)*sign(NES) (A2_enrichment)","EnrichmentMap::-log10(pvalue)_max","EnrichmentMap::Colouring (A2_enrichment)","EnrichmentMap::Dataset_Chart","EnrichmentMap::ES (A2_enrichment)","EnrichmentMap::fdr_qvalue (A2_enrichment)","EnrichmentMap::fwer_qvalue (A2_enrichment)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (A2_enrichment)","EnrichmentMap::pvalue (A2_enrichment)","name","selected","shared name"
"2","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5067","0.0211","0.469","RPS4X|RPS15|RPL5|RPL7A|RPS17|RPS16|RPL18A|RPS18|RPLP2|RPL23|RPL35|RPL38|RPL37|RPL21|RPS7|RPS8|RPL13A|RPL9P9|RPL37A|RPL24|RPL27|RPSA|RPL36|RPL4|RPL8|RPS12|RPS11|RPS13|RPL18|RPS3|RPL14|RPS2|RPS14|RPS19|RPL34|RPL6|RPL39|RPS9|RPS10|RPS5|RPL22|RPS6|RPL30|RPL26|RPL29|RPL28|UBA52|RPL10|RPL12|RPL36A|RPS15A|RPL13|RPL15|RPL17|RPL19|RPL41|RPL35A|RPL23A|RPS26|RPS25|RPL11|RPS28|RPS27|RPLP0|RPS29|RPS3A|SARS1|RPL27A|RPS20|FAU|RPS21|RPS24|RPS23|RPL3|RACK1|RPL32|RPL31|RPLP1|RPL10A|RPL7","Protein Synthesis: Serine","80","ENR","PROTEIN SYNTHESIS: SERINE%PATHWHIZ%PW120517","-1.9556","0.0","PROTEIN SYNTHESIS: SERINE%PATHWHIZ%PW120517","false","PROTEIN SYNTHESIS: SERINE%PATHWHIZ%PW120517"
"1","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7843","0.0071","0.409","FDFT1|ACAT2|FDPS|NSDHL|MSMO1|SOAT1|CYP51A1|LSS|GGPS1|TM7SF2|LIPA|DHCR24|SC5D|EBP|MVD|HSD17B7|MVK|HMGCR|SQLE|PMVK|IDI1","Atorvastatin Action Pathway","21","ENR","ATORVASTATIN ACTION PATHWAY%SMPDB%SMP0000131","2.0217","0.0","ATORVASTATIN ACTION PATHWAY%SMPDB%SMP0000131","false","ATORVASTATIN ACTION PATHWAY%SMPDB%SMP0000131"
"2","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5044","0.0249","0.697","RPS4X|RPS15|RPL5|RPL7A|WARS1|RPS17|RPS16|RPL18A|RPS18|RPLP2|RPL23|RPL35|RPL38|RPL37|RPL21|RPS7|RPS8|RPL13A|RPL9P9|RPL37A|RPL24|RPL27|RPSA|RPL36|RPL4|RPL8|RPS12|RPS11|RPS13|RPL18|RPS3|RPL14|RPS2|RPS14|RPS19|RPL34|RPL6|RPL39|RPS9|RPS10|RPS5|RPL22|RPS6|RPL30|RPL26|RPL29|RPL28|UBA52|RPL10|RPL12|RPL36A|RPS15A|RPL13|RPL15|RPL17|RPL19|RPL41|RPL35A|RPL23A|RPS26|RPS25|RPL11|RPS28|RPS27|RPLP0|RPS29|RPS3A|RPL27A|RPS20|FAU|RPS21|RPS24|RPS23|RPL3|RACK1|RPL32|RPL31|RPLP1|RPL10A|RPL7","Protein Synthesis: Tryptophan","80","ENR","PROTEIN SYNTHESIS: TRYPTOPHAN%PATHWHIZ%PW120526","-1.9083","0.0","PROTEIN SYNTHESIS: TRYPTOPHAN%PATHWHIZ%PW120526","false","PROTEIN SYNTHESIS: TRYPTOPHAN%PATHWHIZ%PW120526"
"3","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5379","0.0188","0.407","NDUFC1|NDUFB11|NDUFS8|NDUFS6|NDUFS4|NDUFV1|NDUFS1|HSPA9|NDUFV3|COA1|NDUFB8|NDUFB6|NDUFB5|NDUFAF8|NDUFB4|NDUFAF6|NDUFB3|NDUFAF7|NDUFA1|NDUFAF5|NDUFB2|SFXN4|NDUFB1|NDUFAF3|NDUFAF1|HSCB|TMEM186|NDUFS2|NDUFA9|ACAD9|NDUFA7|NDUFA6|NDUFS5|NDUFB9|NDUFA3|NDUFA2|OXA1L|TMEM126A|NDUFS3|NDUFS7|NDUFB7|ECSIT|NDUFAF4|DMAC1|DMAC2|FOXRED1|NDUFV2|NDUFA8|TIMMDC1|NUBPL|LYRM2|MT-ND6|NDUFA5|MT-ND4|NDUFA13|MT-ND5|NDUFA11|NDUFA12|NDUFA10|MT-ND2|MT-ND3|MT-ND1|PYURF|NDUFAF2|TMEM126B|NDUFAB1|NDUFB10|NDUFC2","Complex I biogenesis","68","ENR","COMPLEX I BIOGENESIS%REACTOME DATABASE ID RELEASE 93%6799198","-1.9704","0.0","COMPLEX I BIOGENESIS%REACTOME DATABASE ID RELEASE 93%6799198","false","COMPLEX I BIOGENESIS%REACTOME DATABASE ID RELEASE 93%6799198"
"5","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6606","2.0E-4","0.004","SLC27A1|ACSM3|PHYH|SCD|AWAT1|ELOVL4|CYP4F22|ACOT8|ACLY|CPT1A|GGT1|ACSL1|ACSL5|CYP2J2|ACOX2|AMACR|SCP2|SLC25A20|ALOX15|ABCC1|SLC22A5|ABCD1|MID1IP1|SCD5|THRSP|HAO2|DECR1|HADH|CPT1B|FASN|CYP2C8|MMAA|HSD17B12|CYP1A1|DPEP2|DPEP1|PTGES2|CYP8B1|PLA2G4A|ACADVL|CYP4A22|HADHA|ACAA2|NUDT19|DBI|MECR|MCEE|PON1|CPT2|ACADL|SLC25A17|ACSL6|MAPKAPK2|ACADM|ACADS|ACBD4|PCCA|ELOVL5|NUDT7|ELOVL3|PCCB|MMUT|ACOXL|CYP4A11|PPARD|HADHB|PTGS1|PTGIS|ALOX5|EHHADH|ALOX5AP|ACAA1|DECR2|ECHS1|ACOT4|HPGD|HSD17B4|HACL1|ACBD5|LTC4S|ALOX15B|HPGDS|ALOX12|LTA4H|PTGDS|CBR1|CYP4F3|CRAT|AKR1C3|CYP4F8|CYP2U1|PRXL2B|TBXAS1|HACD4|HTD2|MORC2|GPX2|ELOVL1|FAAH2|OLAH|PTGR2|PRKAA2|FADS1|ACSL4|PON3|ELOVL7|ACSL3|PON2|TECRL|ALOXE3|ACSF3|ACSBG1|PPT1|PPT2|SLC27A3|ACSBG2|HACD1|TECR|HACD3|HACD2|ACACA|HSD17B8|FAAH|GPX1|GPX4|CBR4|THEM4|ACOT12|RXRA|CYP2C9|CYP2C19|ALOX12B|EPHX2|CYP4F11|PTGS2|CYP4F2|CYP1A2|HSD17B3|CROT|CYP1B1|SLC27A2|PTGES|ELOVL6|PTGR1|ACBD7|ACOT9|ACBD6|PRKAB2|ACOX3|ACOT7|ACOT11|PRKAG2|ACOT13|MCAT|ACSF2|ACOT2|ACOT1|ACOT7L|ECI1|ACSM6|PCTP|THEM5|ACAD11|ACAD10|FADS2|PTGES3|CYP4B1|GGT5|PECR|NDUFAB1|ELOVL2","Fatty acid metabolism","171","ENR","FATTY ACID METABOLISM%REACTOME%R-HSA-8978868.7","2.2281","0.0","FATTY ACID METABOLISM%REACTOME%R-HSA-8978868.7","false","FATTY ACID METABOLISM%REACTOME%R-HSA-8978868.7"
"28","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.6432","0.018","0.385","CCT6B|PFDN2|TUBA4A|TUBA1C|CCT6A|CCT3|TUBB6|TUBB3|TUBB1|TUBB2B|TUBA3D|TUBA3C|PFDN1|CCT8|CCT5|PFDN4|PFDN6|TUBB4B|TUBB4A|PFDN5|TUBB2A|CCT7|CCT4|CCT2|TUBA1A|VBP1|TCP1|ACTB","Prefoldin mediated transfer of substrate to CCT TriC","28","ENR","PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME DATABASE ID RELEASE 93%389957","-1.9756","0.0","PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME DATABASE ID RELEASE 93%389957","false","PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME DATABASE ID RELEASE 93%389957"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7278","0.0","0.0","UNG|NIBAN1|INSIG1|CYP51A1|TES|SCD|CD9|HEL-S-162EP|DHCR7|IFI30|AURKA|ACLY|FDXR|DDX39A|IDI1|PLOD2|IFRD1|ADIPOR2|RDH11|DDIT3|DDIT4|ADD3|TRIB3|DHCR24|NUPR1|PSMG1|ATP2A2|RRP9|HMGCS1|ELOVL5|PSMC4|CTH|TUBA4A|ERO1A|SSR1|SCAP2|CFP|EDEM1|ENO1|ASNS|HPRT1|HEL-S-89N|SLA|HEL-S-125M|TBK1|SERP1|CTSC|BTG2|MAP2K3|CDKN1A|ACTR3|ACTR2|SLC7A11|SEC11A|NAMPT|EBP|BCAT1|PSAT1|STC1|SQSTM1|PITPNB|AK4|FADS1|PSPH|ACSL3|SYTL2|CXCR4|MTHFD2L|PIK3R3|AF1Q|PSMD12|DAPP1|FKBP2|PSMD13|BHLHB2|RPN1|HEL-S-99N|CORO1A|ATP6V1D|HEL-S-94N|ACACA|HEL-S-66P|SDF2L1|PNO1|HSPA4|EIF2S2|HEL-S-133P|HEL-S-283|PPP1R15A|CCT6A|DHFR|COPS5|EPRS1|ATP5G1|GCLC|PHGDH|P4HA1|SORD|CACYBP|UCHL5|PSMA4|CANX|EEF1E1|HEL-75|RAB1A|RIT1|TOMM40|NUFIP1|HSPD1|GGA2|ETF1|ABCF2|SLC2A3|CYB5B|NHERF1|VLDLR|NFYC|PDAP1|HK2|UFM1|NFKBIB|PSMC6|GSK3B|PNP|HEL-S-69P|POLR3G|UBE2D3|ME1|RRM2|SLC37A4|USO1|SC5D|GLA|CCNG1|RPA1|HEL-S-68P|HEL-S-26|YKT6|SQLE|NMT1|M6PR|NFIL3|PLK1|LDLR|TFRC|HMBS|HEL-S-87P|GLRX|MTHFD2|ELOVL6|SLC7A5|EGLN3|NUP205|SLC1A4|MCM2|HEL-S-51E|HEL-S-49|XBP1|TMEM97|TM7SF2|FADS2|FGL2|STARD4|IMMT|PFKL|IGFBP5|TUBG1|HMGCR","HALLMARK_MTORC1_SIGNALING","168","ENR","HALLMARK_MTORC1_SIGNALING%MSIGDBHALLMARK%HALLMARK_MTORC1_SIGNALING","2.5181","0.0","HALLMARK_MTORC1_SIGNALING%MSIGDBHALLMARK%HALLMARK_MTORC1_SIGNALING","false","HALLMARK_MTORC1_SIGNALING%MSIGDBHALLMARK%HALLMARK_MTORC1_SIGNALING"
"6","2.8239087409443187","2.8239087409443187","2.8239087409443187","0.9985","1","0.7856","0.0102","0.657","ELOVL7|ACSL3|ACSF3|ACSBG1|ELOVL3|ACSBG2|ELOVL5|HACD1|TECR|THEM5|DGAT1|HACD2|FAR1|FAR2|HSD17B12|ACSL1|ACSL5|ELOVL6|DGAT2|ELOVL1|ACOT7|ELOVL2|ACSL6|ACSL4","long-chain fatty-acyl-CoA metabolic process","24","ENR","LONG-CHAIN FATTY-ACYL-COA METABOLIC PROCESS%GOBP%GO:0035336","1.9828","0.0015","LONG-CHAIN FATTY-ACYL-COA METABOLIC PROCESS%GOBP%GO:0035336","false","LONG-CHAIN FATTY-ACYL-COA METABOLIC PROCESS%GOBP%GO:0035336"
"3","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.483","0.0311","0.835","NDUFC1|NME3|NDUFB11|NDUFS8|NDUFS6|NDUFS4|NDUFV1|NDUFS1|NDUFV3|NME1|NDUFB8|NDUFB6|IMPDH1|SDHB|NDUFB5|NUDT2|NDUFB4|ATP5F1A|NDUFB3|NDUFA1|MT-ATP6|NDUFB2|SDHD|MT-ND4L|NDUFB1|SDHA|VPS9D1|NDUFS2|NDUFA9|NDUFA7|MT-ATP8|NDUFA6|NDUFS5|ATP5PB|NDUFB9|NDUFA3|NDUFA2|ATP5F1D|ATP5F1E|IMPDH2|CMPK2|UCK1|AK4P3|ATP5F1EP2|ATP5MGL|UCK2|ALDOA|SLC25A13|ATP5MC1|TGFB1|ATP5MK|ATP5MJ|ATP5PD|ATP5PF|ATP5MC2|NDUFS3|ATP5MC3|ATP5F1B|NDUFS7|NDUFB7|ATP5F1C|PRKAG2|DTYMK|COX11|NDUFV2|SDHC|ATP5MG|NDUFA8|ATP5MF|ATP5ME|MT-ND6|NDUFA5|MT-ND4|NME2|NDUFA13|MT-ND5|NDUFA11|NDUFA12|NDUFA10|MT-ND2|MT-ND3|CTPS2|MT-ND1|CTPS1|AK3|AK4|NDUFAB1|NDUFB10|ATP5PO|NDUFC2","nucleoside triphosphate biosynthetic process","90","ENR","NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009142","-1.8724","0.0","NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009142","false","NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009142"
,"2.3010299956639813","2.3010299956639813","2.3010299956639813","0.995","1","0.7141","0.0338","0.997","CYLD|RAN|TNF|IKBKB|TRAF6|RELA|MALT1|UBE2D3|ATM|XPO1|NFKB1|RIPK2|NFKBIA|CHUK|BCL10|TNFAIP3|TNFRSF1A|NOD2|BIRC2|BTRC|IKBKG|ERC1|PRKCA","Canonical NF-kappaB pathway","23","ENR","CANONICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL NF-KAPPAB PATHWAY","1.8567","0.005","CANONICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL NF-KAPPAB PATHWAY","false","CANONICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL NF-KAPPAB PATHWAY"
"2","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.507","0.0234","0.63","RPS4X|RPS15|RPL5|RPL7A|RPS17|RPS16|RPL18A|RPS18|RPLP2|RPL23|RPL35|RPL38|RPL37|RPL21|RPS7|RPS8|RPL13A|RPL9P9|RPL37A|RPL24|RPL27|RPSA|RPL36|RPL4|RPL8|RPS12|RPS11|RPS13|RPL18|RPS3|RPL14|RPS2|RPS14|RPS19|RPL34|RPL6|RPL39|RPS9|RPS10|RPS5|RPL22|RPS6|RPL30|RPL26|RPL29|RPL28|KARS1|UBA52|RPL10|RPL12|RPL36A|RPS15A|RPL13|RPL15|RPL17|RPL19|RPL41|RPL35A|RPL23A|RPS26|RPS25|RPL11|RPS28|RPS27|RPLP0|RPS29|RPS3A|RPL27A|RPS20|FAU|RPS21|RPS24|RPS23|RPL3|RACK1|RPL32|RPL31|RPLP1|RPL10A|RPL7","Protein Synthesis: Lysine","80","ENR","PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874","-1.9244","0.0","PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874","false","PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874"
"27","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.7041","0.0013","0.013","MYL4|TPM2|DES|VIM|MYBPC3|TNNC1|TNNC2|TNNI3|TPM4|TNNT1|TNNT3|MYH8|MYH3|TPM3|MYH6|TTN|TNNI1|TMOD1|MYBPC1|TNNI2|MYBPC2|MYL1|ACTN3|MYL2|TMOD4|MYL3|TMOD2|NEB|TNNT2|DMD|ACTN2|TCAP|TPM1|TMOD3","Striated Muscle Contraction","34","ENR","STRIATED MUSCLE CONTRACTION%REACTOME DATABASE ID RELEASE 93%390522","-2.1895","0.0","STRIATED MUSCLE CONTRACTION%REACTOME DATABASE ID RELEASE 93%390522","false","STRIATED MUSCLE CONTRACTION%REACTOME DATABASE ID RELEASE 93%390522"
,"2.795880017344075","2.795880017344075","2.795880017344075","0.9984","1","0.7314","0.0454","1.0","TGFBR2|TGFBR1|EP300|MYD88|TNF|IKBKB|MAP3K7|MAP2K3|RELA|CXCL8|NFKB1|SMAD4|NFKBIA|CHUK|MAP3K14|NR3C1|MAP2K6|MAPK14|MAPK11|CREBBP|IL1B","BIOCARTA_NTHI_PATHWAY","21","ENR","BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY","1.8141","0.0016","BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY","false","BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY"
"2","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.4905","0.0328","0.855","RPS4X|RPS15|RPL5|RPL7A|RPS17|RPS16|RPL18A|RPS18|RPLP2|RPL23|RPL35|RPL38|RPL37|RPL21|RPS7|RPS8|RPL13A|RPL9P9|RPL37A|RPL24|RPL27|RPSA|RPL36|VARS1|RPL4|RPL8|RPS12|RPS11|RPS13|RPL18|RPS3|RPL14|RPS2|RPS14|RPS19|RPL34|RPL6|RPL39|RPS9|RPS10|RPS5|RPL22|RPS6|RPL30|RPL26|RPL29|RPL28|UBA52|RPL10|RPL12|RPL36A|RPS15A|RPL13|RPL15|RPL17|RPL19|RPL41|RPL35A|RPL23A|RPS26|RPS25|RPL11|RPS28|RPS27|RPLP0|RPS29|RPS3A|RPL27A|RPS20|FAU|RPS21|RPS24|RPS23|RPL3|RACK1|RPL32|RPL31|RPLP1|RPL10A|RPL7","Protein Synthesis: Valine","80","ENR","PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528","-1.866","0.0","PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528","false","PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528"
"3","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.5772","6.0E-4","0.002","NDUFC1|NDUFS8|NDUFS6|NDUFS4|NDUFS1|COX6A1|NDUFB8|NDUFB6|SDHB|NDUFB5|NDUFB4|ATP5F1A|MT-CO1|NDUFB3|NDUFA1|MT-ATP6|NDUFB2|SDHD|NDUFB1|UQCRC1|COX6A2|SDHA|COX5A|SDHAF2|NDUFS2|NDUFA9|NDUFA7|NDUFA6|NDUFA4|ATP5PB|NDUFA3|NDUFA2|CYC1|ATP5F1D|ATP5F1E|COX7A1|MT-CO3|C2ORF69|COX7A2P2|UQCRFS1P1|COX6B1|ATP5F1EP2|ATP5PD|ATP5PF|NDUFS7|SDHC|NDUFA8|UQCRHL|MT-ND6|MT-ND4|NDUFA13|MT-ND5|NDUFA11|NDUFA12|NDUFA10|MT-ND2|MT-ND3|MT-ND1|NDUFB10|NDUFB11|NDUFV1|NDUFV3|UQCC3|MT-ND4L|NDUFAF1|MT-CYB|MT-ATP8|NDUFS5|NDUFB9|UQCRQ|COX4I2|COX7B|COX8A|UQCRC2|UQCRB|NDUFS3|COX7A2|ATP5F1B|NDUFB7|ATP5F1C|UQCRH|UQCR11|UQCR10|NDUFV2|ATP5MG|ATP5MF|ATP5ME|NDUFA5|CYCS|MT-CO2|COX4I1|COX7C|COX5B|UQCRFS1|NDUFAB1|COX6C|SLC25A51|ATP5PO|NDUFC2","oxidative phosphorylation","99","ENR","OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119","-2.2579","0.0","OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119","false","OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119"
"18","2.886056647693163","-2.886056647693163","2.886056647693163","-1.0","1","-0.4827","0.0394","0.909","H2AB1|TINF2|POT1|POLD3|TERF2IP|TEN1|ACD|CTC1|H2AC8|STN1|H2AC6|TERF2|H2AJ|H2AC7|H3-3B|POLR2L|TERF1|PCNA|PRIM1|DKC1|POLD4|POLR2A|POLR2C|POLR2D|POLR2F|H2BC3|POLR2G|POLR2H|POLR2I|POLR2J|CDK2|POLR2K|POLD2|DAXX|POLR2B|H2BC26|H2BC17|H2BC1|H2BC13|H2BC14|RPA1|H2BC15|H2BC11|GAR1|ANKRD28|NOP10|RPA3|RUVBL1|POLA2|PPP6R3|RFC4|H2AC19|H2AX|H2AC14|SHQ1|DSCC1|NHP2|TERT|RUVBL2|LIG1|H3-4|CCNA2|H2BC12|PIF1|CCNA1|POLR2E|CHTF18|CHTF8|H2AC20|H2BC12L|RFC5|PRIM2|RPA2|H4C9|WRN|RTEL1|RFC1|POLA1|FEN1|H2AZ2|ATRX|RFC3|H2BC9|H2BC8|RFC2|WRAP53|H2BC21|BLM|H2BC5|DNA2|POLD1|PPP6C","Telomere Maintenance","92","ENR","TELOMERE MAINTENANCE%REACTOME DATABASE ID RELEASE 93%157579","-1.8476","0.0","TELOMERE MAINTENANCE%REACTOME DATABASE ID RELEASE 93%157579","false","TELOMERE MAINTENANCE%REACTOME DATABASE ID RELEASE 93%157579"
"7","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.6908","0.0039","0.163","SCARB1|PNLIPRP3|ACSM3|ABCA2|INSIG1|CES1|ABCG8|PCSK5|LIPG|RORA|APOA5|ABCA1|SOAT2|NPC2|MTTP|APOC3|LCAT|APOC2|ABCG4|LDLRAP1|LDAH|ABCA5|LIMA1|IL18|NR1H2|CYP39A1|NR1H3|GRAMD1B|NEGR1|DISP3|PNLIP|NR1H4|CYP7B1|NPC1L1|APOE|RALY|ABCG1|CYP7A1|APOM|APOB|PLA2G10|ABCG5|APOA1|ACSM1|APOA2|ABCB11|EPHX2|CAV3|CNBP|TSKU|CETP|LRP5|HSDL2|FGFR4|LDLR|LAMTOR1|SIRT1|SOAT1|PLA2G12B|CD24|EHD1|GPIHBP1|PCSK9|DGAT2|HNF4A|NPC1|LIPC|ANGPTL3|FABP3|NR1D1|MALL|XBP1|TMEM97|TTC39B|APOA4|PNLIPRP1|AKR1C1|CAV1|FURIN|PNLIPRP2|LPL|HDAC9|MINAR2","cholesterol homeostasis","83","ENR","CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632","2.0808","0.0","CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632","false","CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632"
,"2.2676062401770314","-2.2676062401770314","2.2676062401770314","-0.9946","1","-0.7071","0.0215","0.487","TRMT10C|MTERF4|PRORP|TFB1M|ELAC2|MRM1|MRM2|RCC1L|MRM3|RPUSD4|HSD17B10|NGRN|RPUSD3|TRUB2|NSUN4|MTERF3|FASTKD2","rRNA processing in the mitochondrion","17","ENR","RRNA PROCESSING IN THE MITOCHONDRION%REACTOME%R-HSA-8868766.4","-1.952","0.0054","RRNA PROCESSING IN THE MITOCHONDRION%REACTOME%R-HSA-8868766.4","false","RRNA PROCESSING IN THE MITOCHONDRION%REACTOME%R-HSA-8868766.4"
"7","2.8239087409443187","2.8239087409443187","2.8239087409443187","0.9985","1","0.7498","0.009","0.534","ACSL3|SCARB1|AGT|PNLIPRP3|PRKACG|SOAT1|PLA2G2A|PCSK5|DGAT1|LIPG|ABCA1|SOAT2|MTTP|APOC3|LCAT|APOC2|ABCA7|ABCA5|PRKACA|LIPC|APOC1|PNLIP|ZDHHC8|APOE|ABCG1|MFSD2A|APOM|APOB|PLA2G10|APOA1|MPO|APOA4|PLTP|APOA2|PLA2G3|PLA2G5|AGTR1|PNLIPRP1|FURIN|PNLIPRP2|APOH|PRKACB|PLA2G7|LPL|PCSK6|LPCAT3|CIDEB|CETP","plasma lipoprotein particle organization","48","ENR","PLASMA LIPOPROTEIN PARTICLE ORGANIZATION%GOBP%GO:0071827","2.0025","0.0015","PLASMA LIPOPROTEIN PARTICLE ORGANIZATION%GOBP%GO:0071827","false","PLASMA LIPOPROTEIN PARTICLE ORGANIZATION%GOBP%GO:0071827"
,"2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.5921","0.0451","1.0","IGF2R|SMC5|CCNK|ZBED1|CDK9|ZNF639|POU2F3|CCL5|CDC42|APOBEC3H|PTX3|ZNF502|TMEM41B|EEF1A1|ZDHHC20|ZDHHC8|FMR1|EP300|APCS|SMARCB1|APOE|TAF11|INPP5K|FASN|CCNT1|ROCK2|CTDP1|YTHDC2|NUCKS1|IFI27|CAV2|EIF2AK4|REST|TARDBP|PPIB|CCL4|RAB29|RAB5A|PSMC3|PIK3C3|CCL8|RRP1B|SMC6|CCL3|JUN|DDX56|SNW1|TFAP4|LTF|VAPA|ZDHHC9|PHB1|SP1|HMGA2|CHD1|PC|PRKN|PI4KA|FBXL2|ZFYVE1|LEF1|EEA1|HPN|PIK3C2G|TBC1D20|CFL1|ZC3H12A|PAIP1|HDAC1|SMARCA4","host-mediated perturbation of viral process","70","ENR","HOST-MEDIATED PERTURBATION OF VIRAL PROCESS%GOBP%GO:0044788","1.8174","0.0","HOST-MEDIATED PERTURBATION OF VIRAL PROCESS%GOBP%GO:0044788","false","HOST-MEDIATED PERTURBATION OF VIRAL PROCESS%GOBP%GO:0044788"
"26","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7409","0.0127","0.783","CTNNB1|TNRC6A|ANGPTL4|CTNND1|ADAM33|PRDM8|AGO1|FOXF1|CDH8|BHLHE22|CDH24|ZEB2|ILF3|AGO2|CTNNA1|SP1|JUP|AGO3|HEYL|AGO4|TNRC6B|CDH11|HOXC8|SNAI1|TNRC6C|MOV10|ADAM19","Regulation of CDH11 Expression and Function","27","ENR","REGULATION OF CDH11 EXPRESSION AND FUNCTION%REACTOME DATABASE ID RELEASE 93%9759475","1.9597","0.0","REGULATION OF CDH11 EXPRESSION AND FUNCTION%REACTOME DATABASE ID RELEASE 93%9759475","false","REGULATION OF CDH11 EXPRESSION AND FUNCTION%REACTOME DATABASE ID RELEASE 93%9759475"
"4","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7785","0.0016","0.059","AGT|PAQR3|INSIG1|FMO5|CES1|SREBF1|ARV1|PRKAA1|ERLIN1|MAPK1|LDLRAP1|GNB3|DGKQ|PRKACA|KPNB1|AQP8|MBTPS1|NR1H4|MBTPS2|SEC14L2|ERLIN2|APOE|ABCG1|MARCHF6|APOA1|TTC39B|GNAI1|CHLSN|STARD4|GPR146|SREBF2|EPHX2|AGTR1|ACADVL|FGF1|SCAP|LPCAT3|ACADL","regulation of cholesterol metabolic process","38","ENR","REGULATION OF CHOLESTEROL METABOLIC PROCESS%GOBP%GO:0090181","2.1279","0.0","REGULATION OF CHOLESTEROL METABOLIC PROCESS%GOBP%GO:0090181","false","REGULATION OF CHOLESTEROL METABOLIC PROCESS%GOBP%GO:0090181"
"12","2.886056647693163","2.886056647693163","2.886056647693163","1.0","1","0.7606","0.0107","0.702","RXRA|MED1|CARM1|NR1D1|EP300|SREBF1|NCOR1|PPARA|NCOA6|RORA|SMARCD3|RORC|TBL1XR1|CPT1A|NRIP1|TBL1X|HDAC3|CHD9|PPARGC1A|TGS1|NCOA1|NCOA2|CREBBP|HELZ2","RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression","24","ENR","RORA,B,C AND NR1D1 (REV-ERBA) REGULATE GENE EXPRESSION%REACTOME%R-HSA-9933387.1","1.9739","0.0","RORA,B,C AND NR1D1 (REV-ERBA) REGULATE GENE EXPRESSION%REACTOME%R-HSA-9933387.1","false","RORA,B,C AND NR1D1 (REV-ERBA) REGULATE GENE EXPRESSION%REACTOME%R-HSA-9933387.1"
